StartTime,MeanTime,Group,Summary
1343449424,1343427703,518,RT @teruterubouzu: A quick chat with 2008 Olympian @CMemmel http://t.co/NHEMZ6fH by @randball #gymnastics #london2012
1343449339,1343427708,519,RT @RebeccaVenila: Cannot wait to watch the gymnastics! #Olympics
1343449322,1343427741,520,2012 Summer Olympics women's gymnastics team: 'It's still so surreal to... http://t.co/i0ite1RY #CelebritiesEntertainment #Olympics #Sports
1343449270,1343427749,521,So it looks like only Leyva and Orozco wil do the all-around. Not Horton--sad! #London2012 #TeamUSA #gymnastics @GymExaminer
1343449230,1343427751,522,i can't even put into words how excited i am for women's gymnastics. #london2012
1343449206,1343427757,523,@MattRob19 ummm YES! I will be glued to my TV now and until the US Womens gymnastics team wins GOLD! #London2012 @USAGym #gymnastics #gold
1343449161,1343427798,524,@nadiacomaneci10 <--Was my inspiration during my gymnastics career. Watched her on TV in 1976. http://t.co/B7wzOiqq Perfect 10 #Olympics
1343448998,1343427826,525,Off to Sanders Park to watch the #Olympics Opening Ceremony as my daughter is doing a gymnastics routine! #Bromsgrove
1343448917,1343427888,526,RT @MauraKSullivan: #inspiring: “@LondonLive: Against odds @kieranbehanirl of Ireland will compete in 3 gymnastics events at #London201 ...
1343448913,1343427894,527,Absolutely buzzing to see gymnastics tomorrow !!!! #Olympics
1343448909,1343427898,528,RT @PaulBlunden66: good luck to @KieranBehanIRL who is competiing tomorrow at the #olympics in the gymnastics on behalf of Ire https:// ...
1343448828,1343427901,529,“@skrapaivilo: cant wait for usa gymnasticss #olympics #2012 #stoked #omg #yay”
1343448807,1343427916,530,Alexandra reisman <3 #usa #gymnastics #london2012 #gold http://t.co/9hFOB8Kg
1343448788,1343427924,531,2012 Olympics - Bring on the gymnastics :) !!!! #olympics
1343448785,1343427980,532,@nadiacomaneci10 <--Was my inspiration during my gymnastics career. Watched her on TV first time in 1976. http://t.co/ezXHhPcp #Olympics
1343448765,1343427997,533,#Olympics #gymnastics CANT WAIT! 💙❤💙❤🇺🇸.
1343448716,1343428015,534,My first memory of watching the Olympics was Nadia Comanici scoring a perfect 10 in gymnastics. #London2012
1343448707,1343428038,535,Getting excited about the opening ceremony gymnastics boxing archery and paralympics. What are you looking forward to most? #Olympics
1343448689,1343428073,536,RT @wogagymnastics: #FF #TeamUSA #FAB5 @Aly_Raisman @kyla_ross96 @jordyn_wieber @gabrielledoug @McKaylaMaroney! #London2012
1343448649,1343428123,537,Cannot wait for the #Olympics2012 today! #gymnastics #gymnastics #gymnastics
1343448595,1343428133,538,Exclusive photos of the Karolyi ranch #gymnastics #olympics http://t.co/82vgrbKf via @TIMEPictures
1343448544,1343428147,539,The woman's gymnastics team is perfect! @Aly_Raisman @jordyn_wieber @McKaylaMaroney @gabrielledoug @kyla_ross96 #london2012 #TeamUSA #gold
1343448510,1343428170,540,Men's start-list for tomorrow in case you missed it! #TeamUSA #gymnastics #London2012 http://t.co/xQsysVLP
1343448483,1343428171,541,RT @kelseyprice4: #Olympics #gymnastics CANT WAIT! 💙❤💙❤🇺🇸.
1343448455,1343428172,542,The day is finally here for #Olympics2012 - giddy like a kid on Christmas to watch gymnastics (go team USA & Romania) and swimming/diving!
1343448320,1343428179,543,#Olympics Prediction #6: China will win a metric fuck ton of medals in gymnastics
1343448319,1343428206,544,#London2012 #Olympics2012 #TeamUSA waiting for the gymnastics basketball swimming & volleyball games ;)
1343448306,1343428206,545,RT @LuxuryPRGal: The day is finally here for #Olympics2012 - giddy like a kid on Christmas to watch gymnastics (go team USA & Romani ...
1343448280,1343428207,546,RT @LuxuryPRGal: The day is finally here for #Olympics2012 - giddy like a kid on Christmas to watch gymnastics (go team USA & Romani ...
1343448268,1343428288,547,Just want the gymnastics to start so I can watch @Aly_Raisman and @jordyn_wieber #obsessed #London2012
1343448163,1343428340,548,Ready to see some amazing gymnastics and hot guys in speedos🇺🇸❤ #Olympics
1343448161,1343428347,549,Soooo excited for the opening ceremony tonight!!!! #usa #olympics #london2012 #gymnastics #getready http://t.co/e0nCZtXd
1343448079,1343428420,550,#olympics this dude that does gymnastics looks just like this dude i used to talk to .....you know who you are
1343448053,1343428444,551,RT @OUgymnastics: #FF @legendz50 @jake_dalton @J_Horton11 @cbrooks_wpr #London2012
1343448041,1343428453,552,RT @jmkirtley: Made a spreadsheet of times for must-see Olympic viewing (@gevgevs rowing! @cassidykrug diving! gymnastics!) #London2012 ...
1343447935,1343428462,553,If only the 2012 #Olympics had kitty gymnastics! http://t.co/vfJR57D0
1343447934,1343428474,554,RT @kelseyprice4: #Olympics #gymnastics CANT WAIT! 💙❤💙❤🇺🇸.
1343447908,1343428481,555,on the same page as @akels & myself #london2012 RT @InStyle The 2012 @Olympics gymnastics schedule! http://t.co/hgszXpAL
1343447875,1343428501,556,so excited for the #olympics! Addicted to gymnastics and diving.
1343447791,1343428529,557,Yess!!! RT @RenewedFitness: RT @instyle: The 2012 @Olympics gymnastics schedule! http://t.co/0tjqJQcj #London2012
1343447723,1343428588,558,Gymnasticsssss RT “@jessi3freitas: Yay #olympics2012 has begun! Now when's gymnastics and diving?”
1343447716,1343428588,559,RT @wogagymnastics: #FF #TeamUSA #FAB5 @Aly_Raisman @kyla_ross96 @jordyn_wieber @gabrielledoug @McKaylaMaroney! #London2012
1343447614,1343428592,560,soccer gymnastics swimming and running = best sports in the #Olympics
1343447525,1343428610,561,RT @katkatweed: LET THE GAMES BEGIN🇺🇸❤🇬🇧 #Olympics2012 #fabfive #gymnastics
1343447493,1343428615,562,RT @emking7: Just want the gymnastics to start so I can watch @Aly_Raisman and @jordyn_wieber #obsessed #London2012
1343447475,1343428635,563,Best part of the #Olympics? Tuning into the sports that aren't typically on ESPN and other networks.. swimming gymnastics volleyball etc
1343447450,1343428649,564,#Olympics I'm looking forward to the gymnastics portion.
1343447409,1343428652,565,RT @emking7: Just want the gymnastics to start so I can watch @Aly_Raisman and @jordyn_wieber #obsessed #London2012
1343447339,1343428678,566,From tonight I will be an expert at the gymnastics fuck yeah gymnastics #Olympics2012
1343447312,1343428712,567,#Olympics #gymnastics #backflips http://t.co/WOB89wCf
1343447270,1343428812,568,RT @tailsmagazines If only the 2012 #Olympics had kitty gymnastics! http://t.co/2CxWTtkJ If they did she would definitively be a winner!
1343447239,1343428901,569,Does anyone know when the gymnastics portion starts? #olympics2012
1343447237,1343428908,570,The only thing i watch during the #Olympics is volleyball and gymnastics 1. its all i understand 2. i get jealous of it not being me
1343447203,1343428955,571,Can't wait for the guys gymnastics and swimming 😏😉☺😊😚 #Olympics2012
1343447114,1343428959,572,RT @WhatIDoAllDay: #Olympics poll: will anyone else be live-tweeting #rhythmic gymnastics? Dance with a hoop ball or ribbon and I am in.
1343447087,1343428994,573,Feel like a kid on Christmas morning... So excited for the #olympics2012 to start tonight! #swimming #gymnastics
1343447037,1343428997,574,Co@OfficialShimmer: Does anyone know when the gymnastics portion starts? #olympics2012
1343447036,1343429000,575,But so pumped for the #London2012 #Olympics #yay #GoAussies #swimming #gymnastics #rowing #gold #athletics #tennis #diving #medals #mascots
1343447022,1343429027,576,Got my snacks for the gymnastics ready ;) #gymnastics #London2012 http://t.co/8Cy0bSkR
1343446989,1343429034,577,RT @katkatweed: LET THE GAMES BEGIN🇺🇸❤🇬🇧 #Olympics2012 #fabfive #gymnastics
1343446943,1343429041,578,if you know when gymnastics is on please tell me #olympics
1343446917,1343429068,579,#Olympics? I'm sorry unless Sonic the Hedgehog is reppin #TeamUSA in gymnastics I find it hard to tune in. #SEGA
1343446899,1343429120,580,Practice leos competition leos and medals! Ready for the #olympics #gymnastics. Anyone have the #chicagostyle leos?? http://t.co/8Ejc2d4Z
1343446827,1343429124,581,Women's boxing synchronised swimming rhythmic gymnastics BMX bikes. Some events debase the #Olympics . Should be in the scrapped
1343446788,1343429129,582,There's always a PA tie - York's Alpha Factor made the uniforms for the Russian men and women #Olympics gymnastics team http://t.co/8EF0rzRf
1343446761,1343429132,583,RT @SJP_SLP: The 2012 Summer #Olympics are here whoo hoo! :-D #swimming #diving #gymnastics
1343446735,1343429154,584,#London2012 has begun. Can't wait for gymnastics (ha.. but seriously) and to win some Olympic apparel from @TheHudsonsBayCo and @carajourdan
1343446717,1343429166,585,@melissius I prefer the Winter Olympics but love gymnastics swimming & track. Fun idea on a Pinterest board! #London2012
1343446698,1343429191,586,I can't wait for #gymnastics at the #Olympics this year
1343446676,1343429272,587,@AKitenplon: I dunno about you guys but im so excited to watch gymnastics!!! #olympics2012 ME TOOOOO!!!
1343446640,1343429312,588,RT @sarapandaa: I'm pretty sure gymnastics is the favorite Olympic event to watch by almost everyone... including me. Can't wait to watc ...
1343446618,1343429372,589,RT @TimMurray_MA: Congrats to #Needham native @Aly_Raisman being named captain of US gymnastics team. #MA representing. #Olympics
1343446553,1343429376,590,Would do anything to go to the olympic gymnastics #london2012
1343446463,1343429422,591,Is everyone excited for the Olympics? I'm looking forward to the gymnastics the most just for the sexy women. 🇬🇧 #London2012 #Olympics
1343446387,1343429460,592,So when are gymnastics and beach volleyball? #USA #London2012 #Olympics
1343446310,1343429473,593,RT @coreyferrier_56: So when are gymnastics and beach volleyball? #USA #London2012 #Olympics
1343446191,1343429485,594,I am SO excited for the #Olympics Opening Ceremonies tonight! What are you favorite events? Me I'm a sucker for gymnastics.
1343446173,1343429514,595,RT @coreyferrier_56: So when are gymnastics and beach volleyball? #USA #London2012 #Olympics
1343446162,1343429548,596,RT @Kryslyn_Moore: AHHH! London Olympics starts todayyy! Can't wait to cheer for the women's and men gymnastics team! #teamUSA #gymnasti ...
1343446160,1343429559,597,@blip: Today marks the beginning of #London2012! What's your favorite Olympic sport to watch? tennis! (gymnastics/swimming/track & field)
1343446135,1343429577,598,Across all #gymnastics disciplines at the #Olympics 19 athletes in their 30′s are still competing! Details here http://t.co/mRaqJbXY
1343446090,1343429593,599,RT @wogagymnastics: #FF #TeamUSA #FAB5 @Aly_Raisman @kyla_ross96 @jordyn_wieber @gabrielledoug @McKaylaMaroney! #London2012
1343445992,1343429624,600,RT @kelseyprice4: #Olympics #gymnastics CANT WAIT! 💙❤💙❤🇺🇸.
1343445953,1343429632,601,Actually pretty excited to watch gymnastics and track & field #Olympics2012
1343445864,1343429654,602,#olympics Can't wait to see gymnastics!! #GoUsa
1343445810,1343429687,603,The guys will be rocking those pink rings :D #hotpink #London2012 #mensgymnastics http://t.co/gEtM3BZR
1343445705,1343429697,604,RT @shelinafazal: Actually pretty excited to watch gymnastics and track & field #Olympics2012
1343445702,1343429740,605,Things I did not know: Dominique Dawes was the first black woman to win an Olympic gold medal in gymnastics. #Olympics http://t.co/V4oLu6ye
1343445693,1343429778,606,RT @tailsmagazines: If only the 2012 #Olympics had kitty gymnastics! http://t.co/vfJR57D0
1343445685,1343429785,607,I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #excitedtweet
1343445678,1343429825,608,#Olympics are great i love watching soccer but i cant wait for poll jump and gymnastics
1343445663,1343429826,609,“@MrBButterfield: Does anyone know if The Olympics will be televised? #Olympics2012” The gymnastics is on radio 4.
1343445651,1343429844,610,I love gymnastics #London2012 #Londres2012
1343445646,1343429864,611,USA gymnastics team is gonna fuckin own the floor at the #olympics.
1343445597,1343429882,612,RT @MachariaGaitho: Women's boxing synchronised swimming rhythmic gymnastics BMX bikes. Some events debase the #Olympics . Should be ...
1343445524,1343429908,613,RT @hannahrothxoxo: OLYMPICS!!!! #gymnastics #swimming #diving #London2012 🇬🇧✌
1343445508,1343429912,614,Will Martha join #Twitter?! http://t.co/Mp9Yezhn #London2012 #gymnastics #Olympics
1343445443,1343429918,615,RT @morganwoodvine: This is the most excited I've been to watch the olympics.. Fab Five! #womensgymnastics #London2012
1343445256,1343429937,616,RT @MachariaGaitho: Women's boxing synchronised swimming rhythmic gymnastics BMX bikes. Some events debase the #Olympics . Should be ...
1343445241,1343429938,617,Oh the #Olympics start today!! What are your fav events? Mine are the gymnastics and diving!
1343445231,1343429952,618,Can't wait for gymnastics #Olympics
1343445207,1343429961,619,I'm starting to feel bad for the women's gymnastics team. #pressure #Olympics
1343445185,1343429963,620,Have any questions about the US gymnastics team? Ask @cmsour. He's a true expert #olympics
1343445150,1343429985,621,Got to have a sneak peak and play in the gymnastics arena at the o2. #olympics #London2012
1343445089,1343429988,622,Fuckin pumped!! Shot & Disc power lifting wrestling judo boxing gymnastics and the sprints #Prettyfuckindown #Olympics
1343445083,1343430002,623,I just made @JillEfrussy proud! RT @MShahab: Have any questions about the US gymnastics team? Ask @cmsour. He's a true expert #olympics
1343445068,1343430023,624,Happy Friday! Super excited for the #Olympics to finally begin. My favorite event is #gymnastics what's yours?
1343445052,1343430082,625,2012 Olympic Gymnastics Team: Greatest Threats to Jordyn Wieber's Crown http://t.co/U4M4tWXq #gymnastics #olympics
1343445022,1343430086,626,RT @K_ELLIS06: I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #excitedtweet
1343445004,1343430089,627,Found out @unhatched will be live tweeting all men's gymnastics - including the ribbon routine - for #London2012. Follow along.
1343444970,1343430121,628,RT @K_ELLIS06: I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #excitedtweet
1343444917,1343430134,629,@Petermoth1 love the track events swimming and gymnastics #Olympics
1343444811,1343430144,630,can't wait for gymnastics and diving #Olympics
1343444772,1343430152,631,Opening ceremony tonight!!!! Time to DO WORK SON #TeamUSA #gymnastics #London2012 #Olympics
1343444694,1343430178,632,3hrs 57mins until the #Olympics and I cannot wait for the gymnastics and diving! :)))
1343444656,1343430211,633,Spirit hands! RT @thecburns: Found out @unhatched will be live tweeting all men's gymnastics including the ribbon routine - for #London2012
1343444655,1343430214,634,Aly getting some coaching :) #london2012 #gymnastics #alyraisman @alyraisman http://t.co/7IzljCkJ
1343444629,1343430256,635,@eddybadrina @thecburns Incorrect - I will be re-enacting the men's gymnastics including the ribbon routine for #London2012.
1343444596,1343430284,636,#Olympics opening ceremonies tonight!! Can't wait for gymnastics # USA
1343444556,1343430309,637,Everybody is watching the #Olympics I like to see the opening ceremony tonight and gymnastics bc I used 2 compete 4 my country in gymnastics
1343444549,1343430362,638,But to be honest women's gymnastics is the only event I really pay attention to. #Olympics
1343444529,1343430375,639,RT @AmyHihata: Got to have a sneak peak and play in the gymnastics arena at the o2. #olympics #London2012
1343444491,1343430410,640,@Gap Definitely excited for some #Olympics swimming and gymnastics!
1343444485,1343430486,641,RT @hannahrothxoxo: OLYMPICS!!!! #gymnastics #swimming #diving #London2012 🇬🇧✌
1343444476,1343430489,642,Excited for the #Olympics opening ceremonies tonight and even more excited to cheer on USA gymnastics!
1343444436,1343430492,643,I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #biggestfan
1343444434,1343430524,644,RT @RachRandall: if you know when gymnastics is on please tell me #olympics
1343444419,1343430538,645,definatley Jake Dalton's number one fan #London2012 #gymnastics
1343444399,1343430553,646,TODAY!! The #olympics start TODAY!!! #gymnastics #volleyball. I'm so excited. I can't believe it's here!!!!!!!
1343444380,1343430580,647,@UMiamiRSMAS - I love them all but #gymnastics #swimming and #diving are 3 of my favs!! Go #TeamUSA !!!!! #Olympics
1343444338,1343430589,648,RT @InsideGym: Will Martha join #Twitter?! http://t.co/Mp9Yezhn #London2012 #gymnastics #Olympics
1343444280,1343430598,649,RT @AKitenplon: I dunno about you guys but im so excited to watch gymnastics!!! #olympics2012
1343444277,1343430600,650,RT @AngelaJColbert: @UMiamiRSMAS - I love them all but #gymnastics #swimming and #diving are 3 of my favs!! Go #TeamUSA !!!!! #Olympics
1343444234,1343430616,651,RT @jennyjad18: I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #biggestfan
1343444225,1343430646,652,#Olympics #swimming #waterpolo #gymnastics :D #bringhomethegold #phelps
1343444223,1343430654,653,going to the #Olympics tomorrow to see the gymnastics yay so excited
1343444189,1343430676,654,@iharryshum swimming & gymnastics !! #olympics
1343444170,1343430726,655,RT @tailsmagazines: If only the 2012 #Olympics had kitty gymnastics! http://t.co/vfJR57D0
1343444157,1343430744,656,need to see gymnastics diving swimming riding #olympics
1343444128,1343430749,657,I just want to get home and watch the Olympics... anyone know when the gymnastics is?? #London2012
1343444127,1343430750,658,I'd of actually loved to of gone to see the gymnastics #olympics2012
1343444124,1343430820,659,@desertchica Ha! Work park and gymnastics. Going to watch the #Olympics tonight!
1343444123,1343430828,660,The Olympics is today. Anyone know what category? Hope it's gymnastics or swimming. #Olympics2012
1343444098,1343430840,661,RT @K_ELLIS06: I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #excitedtweet
1343444073,1343430863,662,Can't wait for the #Olympics tonight!!! My faves are gymnastics and swimming.
1343444051,1343430869,663,@JonGarstka I like snowboarding and gymnastics. #Olympics
1343444049,1343430875,664,@iharryshum basketball baby! But gymnastics soccer swimming it's all good! I love the #Olympics
1343444036,1343430907,665,My fav for the #Olympics men's beach volleyball women's gymnastics men's basketball #USA
1343444036,1343430914,666,Seriously obsessed with the fact that almost everything about the #London2012 Olympics is pink! The gymnastics arena is so cool! 💗💗💗💗
1343444029,1343430920,667,#Eurosport Twelve and a half hours after the Opening Ceremony begins gymnastics competition will start. http://t.co/BQl7t0XI #London2012
1343444027,1343430950,668,#Olympics gymnastics swimming + usain bolt.
1343444026,1343430967,669,I'd of actually loved to of gone to see the gymnastics #Olympics
1343444017,1343430973,670,I'm excited for swimming soccer track and gymnastics. #Olympics
1343443969,1343430985,671,What are we supposed to do with this middle of the night gymnastics schedule may I ask? #Olympics
1343443965,1343430995,672,#Olympics mite cheer me up I love gymnastics
1343443959,1343430996,673,I can't wait to see the gymnastics swimming and track part of the #Olympics !!
1343443947,1343431002,674,I just wanna watch volleyball swimming gymnastics basketball and tracks. #Olympics2012 #TeamCANADA #TeamUSA
1343443946,1343431022,675,“@VIPNation: So excited for the #Olympics to start! What are your favorite parts of the summer games?” gymnastics swimming and volleyball!
1343443877,1343431025,676,I'm excited for women's gymnastics! #olympics
1343443820,1343431029,677,@iharryshum Athletics swimming gymnastics & cycling! #TeamGB #London2012 #Olympics
1343443767,1343431081,678,I can't wait for the #London2012 #Olympics to start!! #gymnastics #TeamUSA
1343443759,1343431093,679,So excited for the #olympics #gymnasticsallday
1343443744,1343431131,680,So when are the gymnastics on #Olympics
1343443734,1343431133,681,@lewisbryan @emmarosecurtis yes I get to see WORLD CLASS horses & riders perform AMAZING feats of gymnastics & harmony #London2012 #Dressage
1343443689,1343431146,682,RT @MachariaGaitho: Women's boxing synchronised swimming rhythmic gymnastics BMX bikes. Some events debase the #Olympics . Should be ...
1343443682,1343431167,683,Sports I wanna watch during the Olympics: Diving swimming gymnastics soccer and Track & Field! #Olympics #Excited
1343443665,1343431181,684,Happy #Olympics Day! I already have my DVR set for the majority of the gymnastics swimming and diving! #GoTeamUSA
1343443648,1343431183,685,See Grishina's double double Mustafina's triple twist & more from podium training http://t.co/646rzPrj #gymnastics #London2012
1343443609,1343431256,686,Gymnastics Olympians past and present to go on tour : http://t.co/FTTLK1tH #Olympics #gymnastics
1343443583,1343431258,687,@runlikeagrl track gymnastics womens soccer swimming sooo many!!! #London2012
1343443582,1343431261,688,RETWEEEEEET RT @Funky_Flamingo: I'm so sick of all this hype for the #olympics  I just want to see some gymnastics!
1343443560,1343431323,689,TEAMUSA LINEUP PH-HortonMikulakLeyvaOrozco R-DaltonLeyvaOrozcoHorton VT-LeyvaOrozcoMikulakDalton #London2012 #Olympics #gymnastics
1343443552,1343431340,690,Cont'd: Floor exercise: Orozco Leyva Mikulak Dalton. Team qualification for men's gymnastics is Saturday. #London2012
1343443544,1343431351,691,SECOND HALF PB-MikulakHortonOrozcoLeyva HB-MikulakOrozcoHortonLeyva FX-OrozcoLeyvaMikulakDalton #London2012 #Olympics #gymnastics
1343443532,1343431388,692,Opening day at the #Olympics...what is your favourite sport to watch? Mine is track and gymnastics! Can't wait!!!
1343443531,1343431401,693,I will only be watch the track and field and gymnastics .. so let's go #Olympics2012 #USABITCHES
1343443476,1343431410,694,UGH. Don't wana wait till Monday to see my girls :( #Olympics #wtfgymnastics
1343443474,1343431414,695,The only reason I watch the guys gymnastics. Sexy ass upper body. #Olympics
1343443445,1343431415,696,#Olympics today!!!! #tennis #swimming #gymnastics and more
1343443434,1343431422,697,can't wait to watch the gymnastics!! #Olympics
1343443397,1343431444,698,RT @K_ELLIS06: I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #excitedtweet
1343443386,1343431465,699,RT @GTL5427: Fuckin pumped!! Shot & Disc power lifting wrestling judo boxing gymnastics and the sprints #Prettyfuckindown #Oly ...
1343443383,1343431470,700,RT @andrewpiercey: I will only be watch the track and field and gymnastics .. so let's go #Olympics2012 #USABITCHES
1343443373,1343431493,701,RT @JenLaracy: can't wait for the opening ceremony tonight! #Olympics2012 #gymnastics
1343443368,1343431494,702,Swimming diving and gymnastics #SummerOlympics #London2012
1343443323,1343431506,703,Can't wait for the #Olympics to start especially the gymnastics. Go Team USA!
1343443278,1343431533,704,Super excited for ladies gymnastics! RT“@rickygoldin: R u excited about the #London2012? Going to watch opening? What's ur fave event?”
1343443260,1343431573,705,RT @sianrobinson_: I'd of actually loved to of gone to see the gymnastics #Olympics
1343443253,1343431587,706,RT @love_kirahh: I can't wait to see the gymnastics swimming and track part of the #Olympics !!
1343443253,1343431614,707,RT @sianrobinson_: I'd of actually loved to of gone to see the gymnastics #Olympics
1343443251,1343431615,708,Its funny that no one gives a fuck about swimming track n field gymnastics or any of these stupid sports until now. #Olympics #yawn
1343443236,1343431650,709,can't wait to watch gymnastics #Olympics
1343443233,1343431689,710,RT @TheCBurns: Found out @unhatched will be live tweeting all men's gymnastics - including the ribbon routine - for #London2012. Follow ...
1343443218,1343431695,711,#Olympics #beachvolleyball #volleyball #swimming #gymnastics #usa #love :)
1343443197,1343431760,712,i need a bitch from the gymnastics side of the #olympics
1343443163,1343431764,713,RT @andrewpiercey: I will only be watch the track and field and gymnastics .. so let's go #Olympics2012 #USABITCHES
1343443116,1343431791,714,Soooo excited for the olympics to start!!! #gymnastics #swimming #london2012
1343443104,1343431802,715,#London2012 better not shade gymnastics the way #Beijing2008 did. Those girls on the Chinese squad WERE NOT 16.
1343443073,1343431829,716,RT @K_ELLIS06: I'm ready for diving track and gymnastics.. #london #twentytweleve #olympics #excitedtweet
1343443041,1343431839,717,so excited for #teamusa to dominate! especially in beach vb gymnastics & swimming🇺🇸 gonna be a couch potato starting tonight #olympics2012
1343443039,1343431859,718,The day is finally here!!! #London2012 #nomoreinjuries #TeamUSA #gymnastics Can't wait for Opening Ceremonies!
1343442987,1343431864,719,The day is finally here!!! #London2012 #nomoreinjuries #TeamUSA #gymnastics Can't wait for Opening Ceremonies!
1343442935,1343431868,720,The day is finally here!!! #London2012 #nomoreinjuries #TeamUSA #gymnastics Can't wait for Opening Ceremonies!
1343442874,1343431918,721,#Olympics start today!! :) I'm specifically excited for the gymnastics & the closing ceremonies to see One Direction ;D woot!
1343442870,1343431925,722,Today! 🏆 #so #excited #olympics #london #2012 #sports #swimming #gymnastics #ceremony #track #4 #years #pump http://t.co/3manooEm
1343442860,1343431932,723,The most I accomplished when I cheered was a back handspring/back tuck. But I absolutely cannot wait to watch gymnastics! #olympics #MIOBI
1343442825,1343431937,724,Happy #Friday! So excited for #openingceremonies and #2012London #Olympics what are your favs? Mine #diving #swimming and #gymnastics
1343442821,1343431964,725,When the gymnastics are on I will be dead to the world #olympics #mansgotbareskillz
1343442799,1343431971,726,How did Nastia Liukin not make the Olympic team? I'm no longer watching gymnastics portion of #Olympics
1343442794,1343431994,727,RT @hannahrothxoxo: OLYMPICS!!!! #gymnastics #swimming #diving #London2012 🇬🇧✌
1343442755,1343431996,728,really excited for women's gymnastics #Olympics2012
1343442742,1343432008,729,@pianogurl330 I just saw the call me maybe -cover by US Swimming Team #winning. Also boxing wrestling and gymnastics #Olympics
1343442723,1343432063,730,RT @andrewpiercey: I will only be watch the track and field and gymnastics .. so let's go #Olympics2012 #USABITCHES
1343442666,1343432084,731,#track and #gymnastics !!!! #OLYMPICS
1343442665,1343432134,732,I usually watch gymnastics and track&field but I can't wait for the #Olympics
1343442625,1343432153,733,Olympics start today I am so excited to watch gymnastics #London2012 #Olympics #OMGOMGOMGOMG #yessss #USA 🇺🇸🗼💙❤
1343442619,1343432212,734,RT @DvoraMeyers: A look at Shawn Johnson's & Moceanu's memoirs over @Deadspin & how gymnastics is covered in the media http://t. ...
1343442600,1343432216,735,So pumped for the gymnastics competitions #Olympics
1343442526,1343432230,736,#Olympics best part is gymnastics
1343442501,1343432251,737,Anyone know what days womans gymnastics and bmx are on? Lol #olympics
1343442501,1343432311,738,So ready for the #olympics gymnastics swimming track and field!
1343442492,1343432347,739,Having a sneaky peak at the GB gymnastics team practice today at work. They are insane. #London2012 http://t.co/KQrkMjg5
1343442490,1343432377,740,I love the olympics!! Field hockey Sunday and gymnastics Monday.. #allicareabout #TeamUSA #london2012
1343442460,1343432390,741,cant wait for the #olympics. esp volleyball swimming and gymnastics! im going to be in attendance one day!!! can you say #bucketlist
1343442453,1343432409,742,All I care about is gymnastics swimming track and field #Olympics
1343442446,1343432428,743,Goodluck to my mama kyna on her #olympics2012 run today with the Canadian gymnastics team! #fletchers
1343442439,1343432432,744,The word gymnastics comes from the Greek meaning exercise naked #Olympics2012
1343442437,1343432445,745,RT @WeedCake_: The best part is gymnastics!! #olympics
1343442427,1343432463,746,Good luck for tomorrow's competition @louissmith1989 ! Lots of love x #london2012 #olympics #gymnastics http://t.co/93g03zAM
1343442420,1343432466,747,RT @Gym_Cheer_World: The day is finally here!!! #London2012 #nomoreinjuries #TeamUSA #gymnastics Can't wait for Opening Ceremonies!
1343442419,1343432498,748,So excited for the Olympics! #olympics #gymnastics #tonight http://t.co/2RguYVGz
1343442407,1343432549,749,RT @Haley1DLuvaahhh: #Olympics start today!! :) I'm specifically excited for the gymnastics & the closing ceremonies to see One Dire ...
1343442383,1343432651,750,I'm so excited to watch gymnastics #olympics #USA
1343442379,1343432656,751,Cant wait to watch the women's gymnastics #Olympics #TeamUSA #London2012 🏆🇺🇸
1343442372,1343432658,752,I need more of these #Olympics2012 #usagymnastics http://t.co/sRTLoxwc
1343442351,1343432681,753,So excited for opening ceremonies tonight!! #london2012 #usa #bringongymnastics #merica #letsgo http://t.co/wjUJfCGp
1343442340,1343432691,754,Ready to watch @jordyn_wieber and the rest of the woman's gymnastics team win gold in London(: 💗 #olympics2012
1343442331,1343432736,755,Anyone else have Olympic fever? Looking forward to rhythmic gymnastics/gymnastics the most. And you? #Olympics? ~Charlotte
1343442327,1343432760,756,You guys I've been avoiding saying it but Jordyn Wieber's brother is insanely good looking: https://t.co/WKo3gZHa #london2012 #gymnastics
1343442312,1343432773,757,RT @D_M_N_N: “@LondonLive: Against odds @kieranbehanirl of Ireland will compete in 3 gymnastics events at #London2012 http://t.co/NfB3s ...
1343442291,1343432793,758,My favorite olympic sport is #gymnastics. #olympics2012
1343442285,1343432800,759,RT @D_M_N_N: “@LondonLive: Against odds @kieranbehanirl of Ireland will compete in 3 gymnastics events at #London2012 http://t.co/NfB3s ...
1343442271,1343432814,760,I can't wait to watch swimming and diving! Oh and gymnastics too! #ILoveEverything #Olympics
1343442266,1343432835,761,RT @Pamass14: @Dunbar_ gymnastics vball bball swimming! #loveitall #london2012 #OlympicFever #USA #ddp #dunbardailypoll 🇺🇸🎯🏊🎾⚽🏀🏆🇬🇧
1343442264,1343432849,762,Those little Chinese ninjas are so damn good at gymnastics and math #Olympics
1343442227,1343432871,763,RT @andrewpiercey: I will only be watch the track and field and gymnastics .. so let's go #Olympics2012 #USABITCHES
1343442212,1343432900,764,Don't just watch women gymnastics and swimming lol... Watch the indoor volleyball event and the synchro diving! :) #Olympics #London2012
